"データID","FRPリスト名","型式確認","品番","図番"
"zcrm_7345477000025677848","CRKUSRC-15B-6.15S","CRKUSRC-15B-6.15S","021115000","CKU02-No07C"
"zcrm_7345477000025727278","CRKUF-17C-6.25S","CRKUF-17C-6.25S","022102000","CKU13-No32B"
"zcrm_7345477000025727344","CRKUFC-17C-6.25S","CRKUFC-17C-6.25S","022218000","CKU14-No32B"
"zcrm_7345477000025727458","CRKUFCT-22D-6.25S","CRKUFCT-22D-6.25S","022420000","CKU16-No31B"
"zcrm_7345477000025727404","CRKUFT-22D-6.25S","CRKUFT-22D-6.25S","022305000","CKU15-No31B"
"zcrm_7345477000025677937","CRKUR-17C-6.15S","CRKUR-17C-6.15S","021335000","CKU03-No08C"
"zcrm_7345477000025727025","CRKURC-17C-6.15S","CRKURC-17C-6.15S","021485000","CKU04-No08C"
"zcrm_7345477000025727202","CRKURCT-18C-6.15S","CRKURCT-18C-6.15S","021861000","CKU06-No08C"
"zcrm_7345477000025727114","CRKURT-18C-6.15S","CRKURT-18C-6.15S","021680000","CKU05-No08C"
"zcrm_7345477000025677761","CRKUSR-17B-6.15S","CRKUSR-17B-6.15S","020956000","CKU01-No08B"
"zcrm_7345477000025677849","CRKUSRC-17B-6.15S","CRKUSRC-17B-6.15S","021119000","CKU02-No08C"
"zcrm_7345477000025727279","CRKUF-18C-6.25S","CRKUF-18C-6.25S","022103000","CKU13-No33B"
"zcrm_7345477000025727345","CRKUFC-18C-6.25S","CRKUFC-18C-6.25S","022219000","CKU14-No33B"
"zcrm_7345477000025727459","CRKUFCT-26D-6.25S","CRKUFCT-26D-6.25S","022421000","CKU16-No32B"
"zcrm_7345477000025727405","CRKUFT-26D-6.25S","CRKUFT-26D-6.25S","022306000","CKU15-No32B"
"zcrm_7345477000025677938","CRKUR-18C-6.15S","CRKUR-18C-6.15S","021336000","CKU03-No09C"
"zcrm_7345477000025727026","CRKURC-18C-6.15S","CRKURC-18C-6.15S","021486000","CKU04-No09C"
"zcrm_7345477000025727203","CRKURCT-22C-6.15S","CRKURCT-22C-6.15S","021863000","CKU06-No10C"
"zcrm_7345477000025727115","CRKURT-22C-6.15S","CRKURT-22C-6.15S","021692000","CKU05-No10C"
"zcrm_7345477000025677762","CRKUSR-18B-6.15S","CRKUSR-18B-6.15S","020957000","CKU01-No09B"
"zcrm_7345477000025677850","CRKUSRC-18B-6.15S","CRKUSRC-18B-6.15S","021120000","CKU02-No09C"
"zcrm_7345477000025727280","CRKUF-22C-6.25S","CRKUF-22C-6.25S","022120000","CKU13-No35B"
"zcrm_7345477000025727346","CRKUFC-22C-6.25S","CRKUFC-22C-6.25S","022221000","CKU14-No35B"
"zcrm_7345477000025727813","CRKUFCT-06D-6.25","CRKUFCT-06D-6.25","030525000","CKU16-No33B"
"zcrm_7345477000025727849","CRKUFT-06D-6.25","CRKUFT-06D-6.25","030573000","CKU15-No33B"
"zcrm_7345477000025677939","CRKUR-22C-6.15S","CRKUR-22C-6.15S","021340000","CKU03-No11C"
"zcrm_7345477000025727027","CRKURC-22C-6.15S","CRKURC-22C-6.15S","021488000","CKU04-No11C"
"zcrm_7345477000025727204","CRKURCT-26C-6.15S","CRKURCT-26C-6.15S","021864000","CKU06-No11C"
"zcrm_7345477000025727116","CRKURT-26C-6.15S","CRKURT-26C-6.15S","021694000","CKU05-No11C"
"zcrm_7345477000025677763","CRKUSR-22B-6.15S","CRKUSR-22B-6.15S","020959000","CKU01-No11B"
"zcrm_7345477000025677851","CRKUSRC-22B-6.15S","CRKUSRC-22B-6.15S","021125000","CKU02-No11C"
"zcrm_7345477000025727281","CRKUF-26C-6.25S","CRKUF-26C-6.25S","022124000","CKU13-No36B"
"zcrm_7345477000025727347","CRKUFC-26C-6.25S","CRKUFC-26C-6.25S","022222000","CKU14-No36B"
"zcrm_7345477000025727814","CRKUFCT-07D-6.25","CRKUFCT-07D-6.25","030526000","CKU16-No34B"
"zcrm_7345477000025727850","CRKUFT-07D-6.25","CRKUFT-07D-6.25","030574000","CKU15-No34B"
"zcrm_7345477000025677940","CRKUR-26C-6.15S","CRKUR-26C-6.15S","021341000","CKU03-No12C"
"zcrm_7345477000025727028","CRKURC-26C-6.15S","CRKURC-26C-6.15S","021489000","CKU04-No12C"
"zcrm_7345477000025728007","CRKURCT-04C-6.15","CRKURCT-04C-6.15","031166000","CKU06-No12B"
"zcrm_7345477000025727118","CRKURT-04C-6.25S","CRKURT-04C-6.25S","021696000","CKU15-No01C"
"zcrm_7345477000025677764","CRKUSR-26B-6.15S","CRKUSR-26B-6.15S","020960000","CKU01-No12B"
"zcrm_7345477000025677852","CRKUSRC-26B-6.15S","CRKUSRC-26B-6.15S","021126000","CKU02-No12C"
"zcrm_7345477000025727729","CRKUF-02C-6.25","CRKUF-02C-6.25","030149000","CKU13-No37B"
"zcrm_7345477000025727773","CRKUFC-02C-6.25","CRKUFC-02C-6.25","030382000","CKU14-No37B"
"zcrm_7345477000025727815","CRKUFCT-10D-6.25","CRKUFCT-10D-6.25","030527000","CKU16-No35B"
"zcrm_7345477000025727851","CRKUFT-10D-6.25","CRKUFT-10D-6.25","030575000","CKU15-No35B"
"zcrm_7345477000025677941","CRKUR-02C-6.25S","CRKUR-02C-6.25S","021342000","CKU13-No01C"
"zcrm_7345477000025727944","CRKURC-02C-6.15","CRKURC-02C-6.15","031075000","CKU04-No13B"
"zcrm_7345477000025728008","CRKURCT-06C-6.15","CRKURCT-06C-6.15","031167000","CKU06-No13B"
"zcrm_7345477000025727119","CRKURT-06C-6.25S","CRKURT-06C-6.25S","021697000","CKU15-No02C"
"zcrm_7345477000025728110","CRKUSR-02B-6.15","CRKUSR-02B-6.15","031280000","CKU01-No13B"
"zcrm_7345477000025728176","CRKUSRC-02B-6.15","CRKUSRC-02B-6.15","031362000","CKU02-No13B"
"zcrm_7345477000025727730","CRKUF-04C-6.25","CRKUF-04C-6.25","030159000","CKU13-No38B"
"zcrm_7345477000025727774","CRKUFC-04C-6.25","CRKUFC-04C-6.25","030392000","CKU14-No38B"
"zcrm_7345477000025727816","CRKUFCT-12D-6.25","CRKUFCT-12D-6.25","030528000","CKU16-No36B"
"zcrm_7345477000025727852","CRKUFT-12D-6.25","CRKUFT-12D-6.25","030576000","CKU15-No36B"
"zcrm_7345477000025677942","CRKUR-04C-6.25S","CRKUR-04C-6.25S","021343000","CKU13-No02C"
"zcrm_7345477000025727945","CRKURC-04C-6.15","CRKURC-04C-6.15","031077000","CKU04-No14B"
"zcrm_7345477000025728009","CRKURCT-07C-6.15","CRKURCT-07C-6.15","031168000","CKU06-No14B"
"zcrm_7345477000025727120","CRKURT-07C-6.25S","CRKURT-07C-6.25S","021698000","CKU15-No03C"
"zcrm_7345477000025728111","CRKUSR-04B-6.15","CRKUSR-04B-6.15","031281000","CKU01-No14B"
"zcrm_7345477000025728177","CRKUSRC-04B-6.15","CRKUSRC-04B-6.15","031363000","CKU02-No14B"
"zcrm_7345477000025727731","CRKUF-06C-6.25","CRKUF-06C-6.25","030168000","CKU13-No39B"
"zcrm_7345477000025727775","CRKUFC-06C-6.25","CRKUFC-06C-6.25","030394000","CKU14-No39B"
"zcrm_7345477000025727817","CRKUFCT-15D-6.25","CRKUFCT-15D-6.25","030529000","CKU16-No37B"
"zcrm_7345477000025727853","CRKUFT-15D-6.25","CRKUFT-15D-6.25","030577000","CKU15-No37B"
"zcrm_7345477000025677943","CRKUR-06C-6.25S","CRKUR-06C-6.25S","021344000","CKU13-No03C"
"zcrm_7345477000025727946","CRKURC-06C-6.15","CRKURC-06C-6.15","031094000","CKU04-No15B"
"zcrm_7345477000025728010","CRKURCT-10C-6.15","CRKURCT-10C-6.15","031169000","CKU06-No15B"
"zcrm_7345477000025727121","CRKURT-10C-6.25S","CRKURT-10C-6.25S","021699000","CKU15-No04C"
"zcrm_7345477000025728112","CRKUSR-06B-6.15","CRKUSR-06B-6.15","031282000","CKU01-No15B"
"zcrm_7345477000025728178","CRKUSRC-06B-6.15","CRKUSRC-06B-6.15","031364000","CKU02-No15B"
"zcrm_7345477000025727732","CRKUF-07C-6.25","CRKUF-07C-6.25","030169000","CKU13-No40B"
"zcrm_7345477000025727776","CRKUFC-07C-6.25","CRKUFC-07C-6.25","030395000","CKU14-No40B"
"zcrm_7345477000025727818","CRKUFCT-17D-6.25","CRKUFCT-17D-6.25","030530000","CKU16-No38B"
"zcrm_7345477000025727854","CRKUFT-17D-6.25","CRKUFT-17D-6.25","030579000","CKU15-No38B"
"zcrm_7345477000025677944","CRKUR-07C-6.25S","CRKUR-07C-6.25S","021345000","CKU13-No04C"
"zcrm_7345477000025727947","CRKURC-07C-6.15","CRKURC-07C-6.15","031100000","CKU04-No16B"
"zcrm_7345477000025728011","CRKURCT-12C-6.15","CRKURCT-12C-6.15","031170000","CKU06-No16B"
"zcrm_7345477000025727122","CRKURT-12C-6.25S","CRKURT-12C-6.25S","021700000","CKU15-No05C"
"zcrm_7345477000025728113","CRKUSR-07B-6.15","CRKUSR-07B-6.15","031283000","CKU01-No16B"
"zcrm_7345477000025728179","CRKUSRC-07B-6.15","CRKUSRC-07B-6.15","031365000","CKU02-No16B"
"zcrm_7345477000025727733","CRKUF-10C-6.25","CRKUF-10C-6.25","030170000","CKU13-No41B"
"zcrm_7345477000025727777","CRKUFC-10C-6.25","CRKUFC-10C-6.25","030396000","CKU14-No41B"
"zcrm_7345477000025727819","CRKUFCT-18D-6.25","CRKUFCT-18D-6.25","030531000","CKU16-No39B"
"zcrm_7345477000025727855","CRKUFT-18D-6.25","CRKUFT-18D-6.25","030580000","CKU15-No39B"
"zcrm_7345477000025677945","CRKUR-10C-6.25S","CRKUR-10C-6.25S","021346000","CKU13-No05C"
"zcrm_7345477000025727948","CRKURC-10C-6.15","CRKURC-10C-6.15","031101000","CKU04-No17B"
"zcrm_7345477000025728012","CRKURCT-15C-6.15","CRKURCT-15C-6.15","031171000","CKU06-No17B"
"zcrm_7345477000025727123","CRKURT-15C-6.25S","CRKURT-15C-6.25S","021701000","CKU15-No06C"
"zcrm_7345477000025728114","CRKUSR-10B-6.15","CRKUSR-10B-6.15","031284000","CKU01-No17B"
"zcrm_7345477000025728180","CRKUSRC-10B-6.15","CRKUSRC-10B-6.15","031366000","CKU02-No17B"
"zcrm_7345477000025727734","CRKUF-12C-6.25","CRKUF-12C-6.25","030176000","CKU13-No42B"
"zcrm_7345477000025727778","CRKUFC-12C-6.25","CRKUFC-12C-6.25","030397000","CKU14-No42B"
"zcrm_7345477000025727820","CRKUFCT-22D-6.25","CRKUFCT-22D-6.25","030533000","CKU16-No41B"
"zcrm_7345477000025727856","CRKUFT-22D-6.25","CRKUFT-22D-6.25","030582000","CKU15-No41B"
"zcrm_7345477000025677946","CRKUR-12C-6.25S","CRKUR-12C-6.25S","021347000","CKU13-No06C"
"zcrm_7345477000025727949","CRKURC-12C-6.15","CRKURC-12C-6.15","031102000","CKU04-No18B"
"zcrm_7345477000025728013","CRKURCT-17C-6.15","CRKURCT-17C-6.15","031172000","CKU06-No18B"
"zcrm_7345477000025727124","CRKURT-17C-6.25S","CRKURT-17C-6.25S","021702000","CKU15-No07C"
"zcrm_7345477000025728115","CRKUSR-12B-6.15","CRKUSR-12B-6.15","031285000","CKU01-No18B"
"zcrm_7345477000025728181","CRKUSRC-12B-6.15","CRKUSRC-12B-6.15","031367000","CKU02-No18B"
"zcrm_7345477000025727735","CRKUF-15C-6.25","CRKUF-15C-6.25","030177000","CKU13-No43B"
"zcrm_7345477000025727779","CRKUFC-15C-6.25","CRKUFC-15C-6.25","030398000","CKU14-No43B"
"zcrm_7345477000025727821","CRKUFCT-26D-6.25","CRKUFCT-26D-6.25","030534000","CKU16-No42B"
"zcrm_7345477000025727857","CRKUFT-26D-6.25","CRKUFT-26D-6.25","030584000","CKU15-No42B"
"zcrm_7345477000025677947","CRKUR-15C-6.25S","CRKUR-15C-6.25S","021348000","CKU13-No07C"
"zcrm_7345477000025727950","CRKURC-15C-6.15","CRKURC-15C-6.15","031103000","CKU04-No19B"
"zcrm_7345477000025728014","CRKURCT-18C-6.15","CRKURCT-18C-6.15","031173000","CKU06-No19B"
"zcrm_7345477000025727125","CRKURT-18C-6.25S","CRKURT-18C-6.25S","021703000","CKU15-No08C"
"zcrm_7345477000025728116","CRKUSR-15B-6.15","CRKUSR-15B-6.15","031286000","CKU01-No19B"
"zcrm_7345477000025728182","CRKUSRC-15B-6.15","CRKUSRC-15B-6.15","031368000","CKU02-No19B"
"zcrm_7345477000025727736","CRKUF-17C-6.25","CRKUF-17C-6.25","030178000","CKU13-No44B"
"zcrm_7345477000025727780","CRKUFC-17C-6.25","CRKUFC-17C-6.25","030399000","CKU14-No44B"
"zcrm_7345477000025727460","CRKUFCT-06D-6.4S","CRKUFCT-06D-6.4S","022422000","CKU26-No23B"
"zcrm_7345477000025727406","CRKUFT-06D-6.4S","CRKUFT-06D-6.4S","022307000","CKU25-No23B"
"zcrm_7345477000025677948","CRKUR-17C-6.25S","CRKUR-17C-6.25S","021352000","CKU13-No08C"
"zcrm_7345477000025727951","CRKURC-17C-6.15","CRKURC-17C-6.15","031104000","CKU04-No20B"
"zcrm_7345477000025728015","CRKURCT-22C-6.15","CRKURCT-22C-6.15","031175000","CKU06-No21B"
"zcrm_7345477000025727126","CRKURT-22C-6.25S","CRKURT-22C-6.25S","021705000","CKU15-No10C"
"zcrm_7345477000025728117","CRKUSR-17B-6.15","CRKUSR-17B-6.15","031287000","CKU01-No20B"
"zcrm_7345477000025728183","CRKUSRC-17B-6.15","CRKUSRC-17B-6.15","031369000","CKU02-No20B"
"zcrm_7345477000025727737","CRKUF-18C-6.25","CRKUF-18C-6.25","030220000","CKU13-No45B"
"zcrm_7345477000025727781","CRKUFC-18C-6.25","CRKUFC-18C-6.25","030400000","CKU14-No45B"
"zcrm_7345477000025727461","CRKUFCT-07D-6.4S","CRKUFCT-07D-6.4S","022423000","CKU26-No24B"
"zcrm_7345477000025727407","CRKUFT-07D-6.4S","CRKUFT-07D-6.4S","022308000","CKU25-No24B"
"zcrm_7345477000025677949","CRKUR-18C-6.25S","CRKUR-18C-6.25S","021355000","CKU13-No09C"
"zcrm_7345477000025727952","CRKURC-18C-6.15","CRKURC-18C-6.15","031105000","CKU04-No21B"
"zcrm_7345477000025728016","CRKURCT-26C-6.15","CRKURCT-26C-6.15","031176000","CKU06-No22B"
"zcrm_7345477000025727127","CRKURT-26C-6.25S","CRKURT-26C-6.25S","021706000","CKU15-No11C"
"zcrm_7345477000025728118","CRKUSR-18B-6.15","CRKUSR-18B-6.15","031288000","CKU01-No21B"
"zcrm_7345477000025728184","CRKUSRC-18B-6.15","CRKUSRC-18B-6.15","031370000","CKU02-No21B"
"zcrm_7345477000025727738","CRKUF-22C-6.25","CRKUF-22C-6.25","030237000","CKU13-No47B"
"zcrm_7345477000025727782","CRKUFC-22C-6.25","CRKUFC-22C-6.25","030402000","CKU14-No47B"
"zcrm_7345477000025727462","CRKUFCT-10D-6.4S","CRKUFCT-10D-6.4S","022424000","CKU26-No25B"
"zcrm_7345477000025727408","CRKUFT-10D-6.4S","CRKUFT-10D-6.4S","022309000","CKU25-No25B"
"zcrm_7345477000025677950","CRKUR-22C-6.25S","CRKUR-22C-6.25S","021360000","CKU13-No11C"
"zcrm_7345477000025727953","CRKURC-22C-6.15","CRKURC-22C-6.15","031107000","CKU04-No23B"
"zcrm_7345477000025727206","CRKURCT-04C-6.25S","CRKURCT-04C-6.25S","021870000","CKU16-No01C"
"zcrm_7345477000025728057","CRKURT-04C-6.25","CRKURT-04C-6.25","031222000","CKU15-No12B"
"zcrm_7345477000025728119","CRKUSR-22B-6.15","CRKUSR-22B-6.15","031290000","CKU01-No23B"
"zcrm_7345477000025728185","CRKUSRC-22B-6.15","CRKUSRC-22B-6.15","031372000","CKU02-No23B"
"zcrm_7345477000025727739","CRKUF-26C-6.25","CRKUF-26C-6.25","030251000","CKU13-No48B"
"zcrm_7345477000025727783","CRKUFC-26C-6.25","CRKUFC-26C-6.25","030403000","CKU14-No48B"
"zcrm_7345477000025727463","CRKUFCT-12D-6.4S","CRKUFCT-12D-6.4S","022425000","CKU26-No26B"
"zcrm_7345477000025727409","CRKUFT-12D-6.4S","CRKUFT-12D-6.4S","022310000","CKU25-No26B"
"zcrm_7345477000025677951","CRKUR-26C-6.25S","CRKUR-26C-6.25S","021361000","CKU13-No12C"
"zcrm_7345477000025727954","CRKURC-26C-6.15","CRKURC-26C-6.15","031108000","CKU04-No24B"
"zcrm_7345477000025727207","CRKURCT-06C-6.25S","CRKURCT-06C-6.25S","021874000","CKU16-No02C"
"zcrm_7345477000025728058","CRKURT-06C-6.25","CRKURT-06C-6.25","031223000","CKU15-No13B"
"zcrm_7345477000025728120","CRKUSR-26B-6.15","CRKUSR-26B-6.15","031291000","CKU01-No24B"
"zcrm_7345477000025728186","CRKUSRC-26B-6.15","CRKUSRC-26B-6.15","031373000","CKU02-No24B"
"zcrm_7345477000025727282","CRKUF-02C-6.4S","CRKUF-02C-6.4S","022125000","CKU23-No25B"
"zcrm_7345477000025727348","CRKUFC-02C-6.4S","CRKUFC-02C-6.4S","022223000","CKU24-No25B"
"zcrm_7345477000025727464","CRKUFCT-15D-6.4S","CRKUFCT-15D-6.4S","022426000","CKU26-No27B"
"zcrm_7345477000025727410","CRKUFT-15D-6.4S","CRKUFT-15D-6.4S","022311000","CKU25-No27B"
"zcrm_7345477000025727900","CRKUR-02C-6.25","CRKUR-02C-6.25","030761000","CKU13-No13B"
"zcrm_7345477000025727029","CRKURC-02C-6.25S","CRKURC-02C-6.25S","021490000","CKU14-No01C"
"zcrm_7345477000025727208","CRKURCT-07C-6.25S","CRKURCT-07C-6.25S","021875000","CKU16-No03C"
"zcrm_7345477000025728059","CRKURT-07C-6.25","CRKURT-07C-6.25","031224000","CKU15-No14B"
"zcrm_7345477000025677765","CRKUSR-02B-6.25S","CRKUSR-02B-6.25S","020961000","CKU11-No01C"
"zcrm_7345477000025677853","CRKUSRC-02B-6.25S","CRKUSRC-02B-6.25S","021139000","CKU12-No01C"
"zcrm_7345477000025727283","CRKUF-04C-6.4S","CRKUF-04C-6.4S","022126000","CKU23-No26B"
"zcrm_7345477000025727349","CRKUFC-04C-6.4S","CRKUFC-04C-6.4S","022224000","CKU24-No26B"
"zcrm_7345477000025727465","CRKUFCT-17D-6.4S","CRKUFCT-17D-6.4S","022427000","CKU26-No28B"
"zcrm_7345477000025727411","CRKUFT-17D-6.4S","CRKUFT-17D-6.4S","022314000","CKU25-No28B"
"zcrm_7345477000025727901","CRKUR-04C-6.25","CRKUR-04C-6.25","030762000","CKU13-No14B"
"zcrm_7345477000025727030","CRKURC-04C-6.25S","CRKURC-04C-6.25S","021491000","CKU14-No02C"
"zcrm_7345477000025727209","CRKURCT-10C-6.25S","CRKURCT-10C-6.25S","021876000","CKU16-No04C"
"zcrm_7345477000025728060","CRKURT-10C-6.25","CRKURT-10C-6.25","031225000","CKU15-No15B"
"zcrm_7345477000025677766","CRKUSR-04B-6.25S","CRKUSR-04B-6.25S","020962000","CKU11-No02C"
"zcrm_7345477000025677854","CRKUSRC-04B-6.25S","CRKUSRC-04B-6.25S","021141000","CKU12-No02C"
"zcrm_7345477000025727284","CRKUF-06C-6.4S","CRKUF-06C-6.4S","022127000","CKU23-No27B"
"zcrm_7345477000025727350","CRKUFC-06C-6.4S","CRKUFC-06C-6.4S","022225000","CKU24-No27B"
"zcrm_7345477000025727466","CRKUFCT-18D-6.4S","CRKUFCT-18D-6.4S","022428000","CKU26-No29B"
"zcrm_7345477000025727412","CRKUFT-18D-6.4S","CRKUFT-18D-6.4S","022315000","CKU25-No29B"
"zcrm_7345477000025727902","CRKUR-06C-6.25","CRKUR-06C-6.25","030763000","CKU13-No15B"
"zcrm_7345477000025727031","CRKURC-06C-6.25S","CRKURC-06C-6.25S","021492000","CKU14-No03C"
"zcrm_7345477000025727210","CRKURCT-12C-6.25S","CRKURCT-12C-6.25S","021877000","CKU16-No05C"
"zcrm_7345477000025728061","CRKURT-12C-6.25","CRKURT-12C-6.25","031226000","CKU15-No16B"
"zcrm_7345477000025677767","CRKUSR-06B-6.25S","CRKUSR-06B-6.25S","020963000","CKU11-No03C"
"zcrm_7345477000025677855","CRKUSRC-06B-6.25S","CRKUSRC-06B-6.25S","021142000","CKU12-No03C"
"zcrm_7345477000025727285","CRKUF-07C-6.4S","CRKUF-07C-6.4S","022128000","CKU23-No28B"
"zcrm_7345477000025727351","CRKUFC-07C-6.4S","CRKUFC-07C-6.4S","022226000","CKU24-No28B"
"zcrm_7345477000025727467","CRKUFCT-22D-6.4S","CRKUFCT-22D-6.4S","022436000","CKU26-No31B"
"zcrm_7345477000025727413","CRKUFT-22D-6.4S","CRKUFT-22D-6.4S","022322000","CKU25-No31B"
"zcrm_7345477000025727903","CRKUR-07C-6.25","CRKUR-07C-6.25","030764000","CKU13-No16B"
"zcrm_7345477000025727032","CRKURC-07C-6.25S","CRKURC-07C-6.25S","021493000","CKU14-No04C"
"zcrm_7345477000025727211","CRKURCT-15C-6.25S","CRKURCT-15C-6.25S","021884000","CKU16-No06C"
"zcrm_7345477000025728062","CRKURT-15C-6.25","CRKURT-15C-6.25","031227000","CKU15-No17B"
"zcrm_7345477000025677768","CRKUSR-07B-6.25S","CRKUSR-07B-6.25S","020964000","CKU11-No04C"
"zcrm_7345477000025677856","CRKUSRC-07B-6.25S","CRKUSRC-07B-6.25S","021143000","CKU12-No04C"
"zcrm_7345477000025727286","CRKUF-10C-6.4S","CRKUF-10C-6.4S","022129000","CKU23-No29B"
"zcrm_7345477000025727352","CRKUFC-10C-6.4S","CRKUFC-10C-6.4S","022227000","CKU24-No29B"
"zcrm_7345477000025727468","CRKUFCT-26D-6.4S","CRKUFCT-26D-6.4S","022438000","CKU26-No32B"
"zcrm_7345477000025727414","CRKUFT-26D-6.4S","CRKUFT-26D-6.4S","022323000","CKU25-No32B"
"zcrm_7345477000025727904","CRKUR-10C-6.25","CRKUR-10C-6.25","030765000","CKU13-No17B"
"zcrm_7345477000025727033","CRKURC-10C-6.25S","CRKURC-10C-6.25S","021494000","CKU14-No05C"
"zcrm_7345477000025727212","CRKURCT-17C-6.25S","CRKURCT-17C-6.25S","021885000","CKU16-No07C"
"zcrm_7345477000025728063","CRKURT-17C-6.25","CRKURT-17C-6.25","031228000","CKU15-No18B"
"zcrm_7345477000025677769","CRKUSR-10B-6.25S","CRKUSR-10B-6.25S","020965000","CKU11-No05C"
"zcrm_7345477000025677857","CRKUSRC-10B-6.25S","CRKUSRC-10B-6.25S","021150000","CKU12-No05C"
"zcrm_7345477000025727287","CRKUF-12C-6.4S","CRKUF-12C-6.4S","022130000","CKU23-No30B"
"zcrm_7345477000025727353","CRKUFC-12C-6.4S","CRKUFC-12C-6.4S","022228000","CKU24-No30B"
"zcrm_7345477000025727822","CRKUFCT-06D-6.4","CRKUFCT-06D-6.4","030535000","CKU26-No33B"
"zcrm_7345477000025727858","CRKUFT-06D-6.4","CRKUFT-06D-6.4","030585000","CKU25-No33B"
"zcrm_7345477000025727905","CRKUR-12C-6.25","CRKUR-12C-6.25","030766000","CKU13-No18B"
"zcrm_7345477000025727034","CRKURC-12C-6.25S","CRKURC-12C-6.25S","021496000","CKU14-No06C"
"zcrm_7345477000025727213","CRKURCT-18C-6.25S","CRKURCT-18C-6.25S","021886000","CKU16-No08C"
"zcrm_7345477000025728064","CRKURT-18C-6.25","CRKURT-18C-6.25","031229000","CKU15-No19B"
"zcrm_7345477000025677770","CRKUSR-12B-6.25S","CRKUSR-12B-6.25S","020966000","CKU11-No06C"
"zcrm_7345477000025677858","CRKUSRC-12B-6.25S","CRKUSRC-12B-6.25S","021151000","CKU12-No06C"
"zcrm_7345477000025727288","CRKUF-15C-6.4S","CRKUF-15C-6.4S","022131000","CKU23-No31B"
"zcrm_7345477000025727354","CRKUFC-15C-6.4S","CRKUFC-15C-6.4S","022229000","CKU24-No31B"
"zcrm_7345477000025727823","CRKUFCT-07D-6.4","CRKUFCT-07D-6.4","030536000","CKU26-No34B"
"zcrm_7345477000025727859","CRKUFT-07D-6.4","CRKUFT-07D-6.4","030586000","CKU25-No34B"
"zcrm_7345477000025727906","CRKUR-15C-6.25","CRKUR-15C-6.25","030767000","CKU13-No19B"
"zcrm_7345477000025727035","CRKURC-15C-6.25S","CRKURC-15C-6.25S","021497000","CKU14-No07C"
"zcrm_7345477000025727214","CRKURCT-22C-6.25S","CRKURCT-22C-6.25S","021888000","CKU16-No10C"
"zcrm_7345477000025728065","CRKURT-22C-6.25","CRKURT-22C-6.25","031231000","CKU15-No21B"
"zcrm_7345477000025677771","CRKUSR-15B-6.25S","CRKUSR-15B-6.25S","020967000","CKU11-No07C"
"zcrm_7345477000025677859","CRKUSRC-15B-6.25S","CRKUSRC-15B-6.25S","021152000","CKU12-No07C"
"zcrm_7345477000025727289","CRKUF-17C-6.4S","CRKUF-17C-6.4S","022132000","CKU23-No32B"
"zcrm_7345477000025727355","CRKUFC-17C-6.4S","CRKUFC-17C-6.4S","022230000","CKU24-No32B"
"zcrm_7345477000025727824","CRKUFCT-10D-6.4","CRKUFCT-10D-6.4","030537000","CKU26-No35B"
"zcrm_7345477000025727860","CRKUFT-10D-6.4","CRKUFT-10D-6.4","030587000","CKU25-No35B"
"zcrm_7345477000025727907","CRKUR-17C-6.25","CRKUR-17C-6.25","030768000","CKU13-No20B"
"zcrm_7345477000025727036","CRKURC-17C-6.25S","CRKURC-17C-6.25S","021498000","CKU14-No08C"
"zcrm_7345477000025727215","CRKURCT-26C-6.25S","CRKURCT-26C-6.25S","021889000","CKU16-No11C"
"zcrm_7345477000025728066","CRKURT-26C-6.25","CRKURT-26C-6.25","031232000","CKU15-No22B"
"zcrm_7345477000025677772","CRKUSR-17B-6.25S","CRKUSR-17B-6.25S","020968000","CKU11-No08C"
"zcrm_7345477000025677860","CRKUSRC-17B-6.25S","CRKUSRC-17B-6.25S","021153000","CKU12-No08C"
"zcrm_7345477000025727290","CRKUF-18C-6.4S","CRKUF-18C-6.4S","022133000","CKU23-No33B"
"zcrm_7345477000025727356","CRKUFC-18C-6.4S","CRKUFC-18C-6.4S","022231000","CKU24-No33B"
"zcrm_7345477000025727825","CRKUFCT-12D-6.4","CRKUFCT-12D-6.4","030538000","CKU26-No36B"
"zcrm_7345477000025727861","CRKUFT-12D-6.4","CRKUFT-12D-6.4","030588000","CKU25-No36B"
"zcrm_7345477000025727908","CRKUR-18C-6.25","CRKUR-18C-6.25","030769000","CKU13-No21B"
"zcrm_7345477000025727037","CRKURC-18C-6.25S","CRKURC-18C-6.25S","021499000","CKU14-No09C"
"zcrm_7345477000025728017","CRKURCT-04C-6.25","CRKURCT-04C-6.25","031177000","CKU16-No12B"
"zcrm_7345477000025727129","CRKURT-04C-6.4S","CRKURT-04C-6.4S","021708000","CKU25-No01C"
"zcrm_7345477000025677773","CRKUSR-18B-6.25S","CRKUSR-18B-6.25S","020969000","CKU11-No09C"
"zcrm_7345477000025677861","CRKUSRC-18B-6.25S","CRKUSRC-18B-6.25S","021154000","CKU12-No09C"
"zcrm_7345477000025727291","CRKUF-22C-6.4S","CRKUF-22C-6.4S","022135000","CKU23-No35B"
"zcrm_7345477000025727357","CRKUFC-22C-6.4S","CRKUFC-22C-6.4S","022233000","CKU24-No35B"
"zcrm_7345477000025727826","CRKUFCT-15D-6.4","CRKUFCT-15D-6.4","030539000","CKU26-No37B"
"zcrm_7345477000025727862","CRKUFT-15D-6.4","CRKUFT-15D-6.4","030589000","CKU25-No37B"
"zcrm_7345477000025727909","CRKUR-22C-6.25","CRKUR-22C-6.25","030771000","CKU13-No23B"
